no,rateContent,package,quality,price,service,logistics,other,sentiment,brand
1059,很不错。包装很好。五星。还没拆开。等喝了再来评论。,1,0,0,0,0,0,0,cy-3
1060,包装真心不错！,1,0,0,0,0,0,0,cy-3
1061,发货速度快，包装很好。至于能不能刮油减肥，等喝了一盒再来追评。,1,0,0,0,1,0,0,cy-3
1062,活动时候买就很划算,0,0,0,0,0,0,0,cy-3
1063,喝不惯，黑茶就是湖味？,0,0,0,0,0,0,1,cy-3
1064,东西不错，挺好挺合适的。,0,0,0,0,0,0,0,cy-3
1065,为什么我喝了重了好几斤！不敢喝了,0,0,0,0,0,0,1,cy-3
1066,收到货了，还没喝，喝了再来追加,0,0,0,0,0,0,0,cy-3
1067,还没开始喝，等喝了来追加,0,0,0,0,0,0,0,cy-3
1068,宝贝收到了，口感还不错,0,1,0,0,0,0,0,cy-3
1069,包装好，茶叶一般，口感艰涩，毕竟价钱在哪摆着呢！,1,0,0,0,0,0,1,cy-3
1070,茶叶不错，喝完还会光顾，谢谢。,0,0,0,0,0,0,0,cy-3
1071,宝贝收到了，包装也很好，谢谢店家，祝你生意兴隆。,0,0,0,0,0,0,0,cy-3
1072,包装漂亮，一看就有档次，口感很棒，太超值了。,0,1,0,0,0,0,0,cy-3
1073,发货速度非常快，非常漂亮的红色喜庆礼盒包装，高端大气上档次，茶叶色泽乌绿如翡翠，外形饱满，有光泽，汤色明亮金黄，叶片硕大肥厚，入口醇爽，口感芬芳，回甘无穷，价格实惠，祝卖家生意兴隆！,1,1,0,0,1,0,0,cy-3
1074,不好喝,0,0,0,0,0,0,1,cy-3
1075,茶可以但是旧茶,0,0,0,0,0,0,1,cy-3
1076,很不错，很香的乌龙茶,0,0,0,0,0,0,0,cy-3
1077,茶叶味道很好，值得下次购买，就是那个物流不给力，明明显示早上就已经到了，下午快五点的时候才送到我家。,0,0,0,0,0,0,1,cy-3
1078,东西一般啊，不太喜欢,0,0,0,0,0,0,1,cy-3
1079,好茶！物超所值.！给5分！,0,0,0,0,0,0,0,cy-3
1080,茶好！服务也很好！老板的诚信杠杠的！,0,0,0,1,0,0,0,cy-3
1081,第一次喝，还行能喝.,0,0,0,0,0,0,0,cy-3
1082,感觉还挺好的！～明天试试！～,0,0,0,0,0,0,0,cy-3
1083,可以，不错！！,0,0,0,0,0,0,0,cy-3
1084,很好的茶叶。不错。喝的挺好喝。今天泡的多了。喝的太浓有点苦。,0,0,0,0,0,0,1,cy-3
1085,期待效果，先好评，以后追评,0,0,0,0,0,0,0,cy-3
1086,整个包装高大上，还没喝，喝过后再继续,1,0,0,0,0,0,0,cy-3
1087,不好说,0,0,0,0,0,0,0,cy-3
1088,超级实惠，物美价廉,0,0,1,0,0,0,0,cy-3
1089,味道不错，价格实惠，包装很好,1,1,1,0,0,0,0,cy-3
1090,不要以价低而乱说是乌龙，,0,0,0,0,0,0,0,cy-3
1091,虽然还没有喝，到看这包装，估计不会差到哪里去～～,1,0,0,0,0,0,0,cy-3
1092,一般般吧，不怎么好喝,0,0,0,0,0,0,1,cy-3
1093,包装完好，邮寄用的Ems速度挺快。给五分好评,1,0,0,0,1,0,0,cy-3
1094,茶叶不错，挺好喝的，以后还会光顾,0,1,0,0,0,0,0,cy-3
1095,第一次买黑乌龙，感觉有点奶茶味，不知道正不正宗，效果还要再观察,0,0,0,0,0,0,1,cy-3
1096,宝贝收到了卖家服务态度很好物流给力，全五星,0,0,0,1,1,0,0,cy-3
1097,宝贝收到了卖家服务态度很好，物流给力,0,0,0,1,1,0,0,cy-3
1098,包装漂亮，一看就有档次，口感很棒，太超值了。,1,1,0,0,0,0,0,cy-3
1099,发货速度非常快，非常漂亮的红色喜庆礼盒包装，高端大气上档次，茶叶色泽乌绿如翡翠，外形饱满，有光泽，汤色明亮金黄，叶片硕大肥厚，入口醇爽，口感芬芳，回甘无穷，价格实惠，祝卖家生意兴隆！,1,1,0,0,1,0,0,cy-3
1100,第一次喝，感觉口感还不错。,0,1,0,0,0,0,0,cy-3
1101,和描述的一样。宝贝真的不错，性价比超高。礼盒包装很上档次。还是小袋包装干净卫生又好存放。当然了主要是茶叶好喝。,1,0,0,0,0,0,0,cy-3
1102,包装很好呢？就是不知道有没减肥的效果，反正看着挺好的。,1,0,0,0,0,0,0,cy-3
1103,好吧,0,0,0,0,0,0,1,cy-3
1104,还没喝，看包装感觉很好,1,0,0,0,0,0,0,cy-3
1105,闻起来有股咖啡味&hellip;,0,0,0,0,0,0,1,cy-3
1106,不错,0,0,0,0,0,0,0,cy-3
1107,黑乌龙还不错哦，必须好评。,0,0,0,0,0,0,0,cy-3
1108,宝贝收到，效果还不错，有木炭的味道。赞一个，5分必须的。,0,0,0,0,0,0,0,cy-3
1109,宝贝收到，不好意思，好几天了有点忙，确认晚了，宝贝还没试，不过看上去挺好，里外包装都挺高档方便，跟图片描述一样，比想像的效果要好，卖家服务好，发货快，满意！,1,0,0,0,0,0,0,cy-3
1110,不错的好评！,0,0,0,0,0,0,0,cy-3
1111,超级难喝，根本就喝不了，白买了！全都扔掉了,0,0,0,0,0,0,1,cy-3
1112,物流快，物超所值，买到就是赚到啊！服务态度也很好，非常满意，如果有需要下次再来。,0,0,0,1,0,0,0,cy-3
1113,便宜是便宜！但真的没味道,0,0,0,0,0,0,1,cy-3
1114,物有所值，值得购买,0,0,1,0,0,0,0,cy-3
1115,味道不错，第一次喝，切油嘛，要喝喝看,0,1,0,0,0,0,0,cy-3
1116,不错，赞一个！！喜欢！期望服用后的效果！,0,0,0,0,0,0,0,cy-3
1117,纯正乌龙，三泡有余香，茶色金红透亮。还这么便宜，还买二送一，还有什么好说的。外包装严实，内包装大气漂亮。能不能减下肚肚还需要过程。就冲茶的品质，先全五分好评。有了减肚效果再来追评。不是吹牛的，看图。,1,0,0,0,0,0,0,cy-3
1118,喝了就有感觉。闻到也蛮好的。,0,0,0,0,0,0,0,cy-3
1119,茶叶不错，但是物流差劲，东西到了不给打电话不给发短信,0,0,0,0,0,0,1,cy-3
1120,很好，很实用，值得购买，我真诚向大家推荐！！很好，很实用，值得购买，我真诚向大家推荐！！很好，很实用，值得购买，我真诚向大家推荐！！,0,0,0,0,0,0,0,cy-3
1121,不错非常满意,0,0,0,0,0,0,0,cy-3
1122,口感太棒了，好评。,0,1,0,0,0,0,0,cy-3
1123,还没喝，等喝过再来评价。,0,0,0,0,0,0,0,cy-3
1124,口味特殊，象淡咖啡的味道，,0,0,0,0,0,0,1,cy-3
1125,味道泡出来还可以,0,0,0,0,0,0,0,cy-3
1126,第一次喝，感觉口感还不错。,0,1,0,0,0,0,0,cy-3
1127,和描述的一样。宝贝真的不错，性价比超高。礼盒包装很上档次。还是小袋包装干净卫生又好存放。当然了主要是茶叶好喝。,1,0,0,0,0,0,0,cy-3
1128,不错，喝着很好，给五分好评！,0,1,0,0,0,0,0,cy-3
1129,很对味，口感不错，,0,1,0,0,0,0,0,cy-3
1130,茶叶挺好的，就是觉得第一杯有些浓，可能是个人喝不惯浓茶吧，茶越喝越有味道，很满意的一次购物,0,0,0,0,0,0,0,cy-3
1131,收到就冲泡了一杯！真是我喜欢的味道！好喝！包装很正规，是正品！好评！,0,1,0,0,0,0,0,cy-3
1132,喝段时间再来评价,0,0,0,0,0,0,0,cy-3
1133,物流好给力,0,0,0,0,1,0,0,cy-3
1134,还没拆开，看起来不错，好评,0,0,0,0,0,0,0,cy-3
1135,不错，超值，支持哦，加油！！！,0,0,0,0,0,0,0,cy-3
1136,此茶包装很好，还没喝，应该不错吧，喝了再来追评。,1,0,0,0,0,0,0,cy-3
1137,不错，挺好的。,0,0,0,0,0,0,0,cy-3
1138,很好喝的茶叶，还会来的。,0,1,0,0,0,0,0,cy-3
1139,还可以了啦！,0,0,0,0,0,0,0,cy-3
1140,宝贝已收到，茶香浓郁，有股淡淡清香，很好喝，价格超划算，下次再来。,0,1,0,0,0,0,0,cy-3
1141,我第一次喝这个，不知道怎样算好。。。我觉得味道很浓，不知道要冲多少水合适。。。有点涩口。。。哈哈原来乌龙这个味啊。。,0,0,0,0,0,0,1,cy-3
1142,快递很快，还没喝呢,0,0,0,0,1,0,0,cy-3
1143,味道还行，效果以后评价!,0,0,0,0,0,0,0,cy-3
1144,宝贝收到了，与店铺描述的一样，物美价廉，发货快，物流也是快，卖家的服务也好。谢谢！,0,0,0,0,1,0,0,cy-3
1145,很好，喝过的人都说好喝，就是不知道什么时候还搞活动，有的记得通知我哦,0,0,0,0,0,0,0,cy-3
1146,东西还行！就是火烟味道有个重,0,0,0,0,0,0,1,cy-3
1147,还行，送别人一袋，据说不错。,0,0,0,0,0,0,0,cy-3
1148,味道还正宗，包装也正规，就是开始两次，还有味道，后面就没什么乌龙茶的味道了，泡后的茶叶好像梅干菜的样子,0,0,0,0,0,0,1,cy-3
1149,货已收到，喜欢,0,0,0,0,0,0,0,cy-3
1150,ok，很好，物超所值。,0,0,0,0,0,0,0,cy-3
1151,刚开始喝，不知道效果如何。,0,0,0,0,0,0,0,cy-3
1152,宝贝收到，质量好，非常满意！,0,1,0,0,0,0,0,cy-3
1153,便宜，去油！不错！,0,0,0,0,0,0,0,cy-3
1154,后味太涩，不好喝。,0,0,0,0,0,0,1,cy-3
1155,茶叶泡出来的茶味道很好，香香浓浓的！,0,1,0,0,0,0,0,cy-3
1156,乌龙茶很好喝，不错，好评个,0,0,0,0,0,0,0,cy-3
1157,还不错，蛮好喝的,0,0,0,0,0,0,0,cy-3
1158,宝贝很不错，味道还可以，喝有点香咖啡味，给物流很快满分下次还会回来,0,0,0,0,1,0,0,cy-3
1159,默认好评！味道一般般！个人口味不同,0,0,0,0,0,0,0,cy-3
1160,宝贝很好，做活动买的，很便宜，是我想要的。,0,0,1,0,0,0,0,cy-3
1161,还不错，有股咖啡的味道。,0,0,0,0,0,0,0,cy-3
1162,茶不错！！挺喜欢喝,0,0,0,0,0,0,0,cy-3
1163,嗯，怎么说呢？挺多的，分量足，就是不太能接受这口感,0,0,0,0,0,0,1,cy-3
1164,挺好的，茶香且耐泡。5分!,0,1,0,0,0,0,0,cy-3
1165,第二购买了，口感不错，产品，包装，快递，服务都很好，赞,1,1,0,1,1,0,0,cy-3
1166,快递速度快，送货慢，茶的味道还可以，物有所值,0,1,0,0,0,0,1,cy-3
1167,味道尚可，有些甘味，但沒有太大的茶香，但包裝精美，這價錢是物有所值！,1,0,0,0,0,0,0,cy-3
1168,茶的味道还不错，至于瘦身切油的效果有待观察，主要还是要注意一下的饮食~,0,0,0,0,0,0,0,cy-3
1169,能不能刮油不知道，第一次喝晚上喝的，失眠了一夜，挺便宜的,0,0,0,0,0,0,1,cy-3
1170,挺好的物有所值,0,0,0,0,0,0,0,cy-3
1171,没喝，但包装严实，很好。,1,0,0,0,0,0,0,cy-3
1172,尝试过了，宝贝很不错，喝完还来。,0,0,0,0,0,0,0,cy-3
1173,其实味道还不错，不过千万别泡浓啦,0,0,0,0,0,0,0,cy-3
1174,挺好的，价格也不贵,0,0,1,0,0,0,0,cy-3
1175,这个价钱，这个味道，超值，这是一道好好喝的茶，不错，好评。可惜没有六元的了。,0,0,1,0,0,0,0,cy-3
1176,这么便宜，真好,0,0,1,0,0,0,0,cy-3
1177,系统自动好评,0,0,0,0,0,0,0,cy-3
1178,味道很好,0,1,0,0,0,0,0,cy-3
1179,没喝过这种茶，看着挺黑的，等后面和了再评价吧，全五分好评了。,0,0,0,0,0,0,0,cy-3
1180,质量不错，价格便宜，朋友们喝了都说不错。支持一下！！！！！！！！！！！！！！！！,0,1,1,0,0,0,0,cy-3
1181,还没拆开看！看了以后再评价！,0,0,0,0,0,0,0,cy-3
1182,后味太涩，不好喝。,0,0,0,0,0,0,1,cy-3
1183,茶叶泡出来的茶味道很好，香香浓浓的！,0,1,0,0,0,0,0,cy-3
1184,口感不错呦，但愿能减肥，期待着,0,0,0,0,0,0,0,cy-3
1185,这个价钱超值，好评,0,0,1,0,0,0,0,cy-3
1186,一分价钱一分货,0,0,0,0,0,0,0,cy-3
1187,还没喝，先好评吧。包装看着都挺好。,1,0,0,0,0,0,0,cy-3
1188,不错，值得品尝,0,0,0,0,0,0,0,cy-3
1189,刚买回来没几天，发现活动变六块，当时的心情觉得自己就像土豪，我也是醉了?,0,0,0,0,0,0,0,cy-3
1190,杯子还没到。凑合拿茶杯泡了杯喝，味道还不错。个人还是蛮喜欢的。,0,0,0,0,0,0,0,cy-3
1191,没想过拿来减肥，就是正常喝茶,0,0,0,0,0,0,0,cy-3
1192,还可以吧，毕竟价格在这摆着,0,0,0,0,0,0,1,cy-3
1193,不错，收货几天了，今天才开始喝，口感很好，回甘甜，而且很干净。。期待刮油的效果。。,0,1,0,0,0,0,0,cy-3
1194,包装真不错，物流快，好评,1,0,0,0,1,0,0,cy-3
1195,刚刚收到,0,0,0,0,1,0,0,cy-3
1196,很赞，快递也很快,0,0,0,0,0,0,0,cy-3
1197,还不错吧？就是一小包里面的茶叶比较少，每次冲的话要两包才可以，好评。,0,0,0,0,0,0,1,cy-3
1198,喝了两天，味道还不错！就是茶的叶片泡不开，永远是卷卷的，不知道为什么！,0,0,0,0,0,0,1,cy-3
1199,很好的黑乌龙茶、口感好,0,1,0,0,0,0,0,cy-3
1200,非常不错，家里人都喜欢喝。包装也很高档，打算回购送朋友。,1,0,0,0,0,0,0,cy-3
1201,还是值得买的，味道不错，包装也很好,1,0,0,0,0,0,0,cy-3
1202,确实是碳烤，有点陈茶烤了的感觉。一种咖啡的味道，喝着一般般吧，没啥感觉。看看效果再说吧。里面32包，很实惠。,0,0,0,0,0,0,1,cy-3
1203,物流特别垃圾,0,0,0,0,0,0,1,cy-3
1204,上午喝了一杯，结果午饭时间没到就闹饥荒呀，喜欢，但不经泡，第三杯很淡了,0,0,0,0,0,0,1,cy-3
1205,还蛮好闻的味道挺香。,0,1,0,0,0,0,0,cy-3
1206,应该很不错,0,0,0,0,0,0,0,cy-3
1207,茶叶收到啦！暂时还没有打开喝，物流也服务态度也挺好的。,0,0,0,0,1,1,0,cy-3
1208,茶不错，性价比非常高！好喝！！！,0,0,1,0,0,0,0,cy-3
1209,好宝贝建议购买。全5分好评。,0,0,0,0,0,0,0,cy-3
1210,今天才喝，不错，挺香的，够浓郁。,0,1,0,0,0,0,0,cy-3
1211,东西很好我喜欢,0,0,0,0,0,0,0,cy-3
1212,茶叶不错，可惜呀，才买了一盒。喝这个茶叶，去喝饮料就没有味道了，还是感觉茶好喝,0,1,0,0,0,0,0,cy-3
1213,挺好，第二次买,0,0,0,0,0,0,0,cy-3
1214,我发誓再也不收邮政！,0,0,0,0,0,0,1,cy-3
1215,不错很超值，这个价完全买不到。味道不错。,0,0,1,0,0,0,0,cy-3
1216,口感不如上次的好,0,0,0,0,0,0,1,cy-3
1217,感觉味道不错,0,1,0,0,0,0,0,cy-3
1218,绝对OK值得购买,0,0,0,0,0,0,0,cy-3
1219,茶叶收到了！喝着味道还可以！价格也便宜！,0,1,1,0,0,0,0,cy-3
1220,看上去不错，到时候送人,0,0,0,0,0,0,0,cy-3
1221,好便宜，还没喝,0,0,1,0,0,0,0,cy-3
1222,包装看着高大上，茶还没喝上,1,0,0,0,0,0,0,cy-3
1223,非常好，已经买了好几次了,0,0,0,0,0,0,0,cy-3
1224,价格实惠，性价比高。不错。,0,0,1,0,0,0,0,cy-3
1225,喝着，感觉还行,0,0,0,0,0,0,0,cy-3
1226,物流，服务很到位，宝贝用过才知道,0,0,0,0,1,0,0,cy-3
1227,喝完饿的很快啊！怕是不会减肥变增肥了吧,0,0,0,0,0,0,0,cy-3
1228,味道不错、包装精美，物流也给力，还会再次光顾！,1,1,0,0,1,0,0,cy-3
1229,收到货了，没想到快递这么快oo货物挺好的。,0,0,0,0,1,0,0,cy-3
1230,味道不错，微微的烘炒的糊味，入口回甘。,0,1,0,0,0,0,0,cy-3
1231,这个茶叶味道都没尝，不知道被人拿了,0,0,0,0,0,0,0,cy-3
1232,宝贝收到了，包装很精致，和老板描述的完全一样，卖家的服务也是一流的，态度好，发货速度快。物流也非常的快。,1,0,0,1,1,0,0,cy-3
1233,不知道有没有效果,0,0,0,0,0,0,0,cy-3
1234,不错，有效果，排便好,0,0,0,0,0,0,0,cy-3
1235,东西不错，值,0,0,0,0,0,0,0,cy-3
1236,味道不错，尝了很满意哦！,0,0,0,0,0,0,0,cy-3
1237,去脂效果挺好的，满意！,0,0,0,0,0,0,0,cy-3
1238,东西的包装很不错，味道是不错的。,1,0,0,0,0,0,0,cy-3
1239,不错不错，味道好极了。,0,1,0,0,0,0,0,cy-3
1240,很不错，而且很浓。,0,0,0,0,0,0,0,cy-3
1241,好涩，有点尿素的闻到,0,0,0,0,0,0,1,cy-3
1242,包装不错，看着很好，还没喝，喝了后在来评价,1,0,0,0,0,0,0,cy-3
1243,真是对客服醉了,0,0,0,0,0,0,1,cy-3
1244,商品挺好的，物超所值，下次还会光临，祝老板生意兴隆。,0,0,0,0,0,0,0,cy-3
1245,这店的服务真的很差,0,0,0,0,0,0,1,cy-3
1246,这店的服务真的很差,0,0,0,0,0,0,1,cy-3
1247,不好喝，差评吧,0,0,0,0,0,0,1,cy-3
1248,收到货了，茶叶是物美价廉，老爸很喜欢，非常好！,0,0,0,0,0,0,0,cy-3
1249,看上去不错喝着也还行,0,0,0,0,0,0,0,cy-3
1250,嗯乌龙茶，虽然没有吃过，但是应该挺好吃吧？啊！啊！值得大家购买。,0,0,0,0,0,0,0,cy-3
1251,包装很精美，茶只是喝完会有不舒服的感觉，不过总体喝着还是不错的。,1,0,0,0,0,0,0,cy-3
1252,价格实惠，性价比高。不错。,0,0,1,0,0,0,0,cy-3
1253,喝着，感觉还行,0,0,0,0,0,0,0,cy-3
1254,味道真的不错，喝起来也安逸,0,1,0,0,0,0,0,cy-3
1255,放着呢,0,0,0,0,0,0,0,cy-3
1256,五星好评！！！！！,0,0,0,0,0,0,0,cy-3
1257,6元价格购买的，泡着还可以。还送一包红枣性价比很高！,0,0,1,0,0,0,0,cy-3
1258,入口有点酸酸的，之后回味还不错，可能刚开始喝还不习惯，我会持续一段时间看看效果,0,0,0,0,0,0,1,cy-3
1259,包装精美，很不错,1,0,0,0,0,0,0,cy-3
1260,好，没想到包装这么好看的，很精美，打开里面很多包。,1,0,0,0,0,0,0,cy-3
1261,好喝。正品。包装非常高大上。。,1,0,0,0,0,0,0,cy-3
1262,效果不知道，还没有用。,0,0,0,0,0,0,0,cy-3
1263,喝了几次，感觉不错，有点效果,0,0,0,0,0,0,0,cy-3
1264,茶叶很好，口感醇厚，非常不错&hellip;,0,1,0,0,0,0,0,cy-3
1265,效果挺好的！包装也不错，还是铁盒装的！,1,0,0,0,0,0,0,cy-3
1266,还不错，包装也不错，挺好的。,1,0,0,0,0,0,0,cy-3
1267,茶叶包装很好，口感也好，喜欢！,1,0,0,0,0,0,0,cy-3
1268,东西已经收到了，喝了还不错，挺喜欢的。,0,0,0,0,0,0,0,cy-3
1269,第一天喝，什么效果我也不知道，只是习惯好评,0,0,0,0,0,0,0,cy-3
1270,希望有效果哦！,0,0,0,0,0,0,0,cy-3
1271,跟我之前买的茶叶比起来差一点，味道不够醇厚，马马虎虎喝啦,0,0,0,0,0,0,1,cy-3
1272,还不错茶叶蛮好的,0,0,0,0,0,0,0,cy-3
1273,包装真棒，很上档次，刚一喝味道有点怪怪的，但愿喝久了会上瘾！好评,1,0,0,0,0,0,0,cy-3
1274,还不错！每次要放两包！,0,0,0,0,0,0,0,cy-3
1275,宝贝已收到，感觉还不错！！！,0,0,0,0,0,0,0,cy-3
1276,很浓的茶，泡好几遍颜色不褪,0,1,0,0,0,0,0,cy-3
1277,茶叶很好喝。希望能减肥。不过好像我真瘦了点。惊喜哦。,0,0,0,0,0,0,0,cy-3
1278,不怎么好。泡两泡就没味了。还是小杯的。不过价格便宜。6块钱半斤。也不能要求什么。。。一分钱一分货吧。1,0,0,1,0,0,0,1,cy-3
1279,不错，还可以。,0,0,0,0,0,0,0,cy-3
1280,买回来配合减肥贴的，希望能瘦一点,0,0,0,0,0,0,0,cy-3
1281,应该不错的。目前还没有喝。,0,0,0,0,0,0,0,cy-3
1282,挺好的吧,0,0,0,0,0,0,0,cy-3
1283,真的很惊讶，包装太好了！很精美，很有档次。可以送人。味道也很纯正，还会再来的。,1,1,0,0,0,0,0,cy-3
1284,茶叶收到了，特意试了再评价，味道香味都很好，还会再来！,0,1,0,0,0,0,0,cy-3
1285,一般吧，但是真的很便宜,0,0,1,0,0,0,0,cy-3
1286,像大麦茶的味道,0,0,0,0,0,0,1,cy-3
1287,很好喝，能不能减肥就到时看，我来再来追评的。,0,0,0,0,0,0,0,cy-3
1288,包装挺好的，味道也不错！,1,0,0,0,0,0,0,cy-3
1289,价钱太实惠了，而且东西很好。,0,0,1,0,0,0,0,cy-3
1290,为什么口感有点粘糊糊的，跟我之前喝的有点区别。,0,0,0,0,0,0,1,cy-3
1291,没试用，不知怎样,0,0,0,0,0,0,0,cy-3
1292,茶味还行，但茶叶不耐泡，泡两壶就没有什么味道了,0,0,0,0,0,0,1,cy-3
1293,这茶喝到嘴中发酸，为什么会这样？？？？？味道和大麦茶差不多！！物流挺快，包装空挡太大，不过也不是易碎品，无所谓了！还是给好评吧！！,0,0,0,0,0,0,1,cy-3
1294,帮朋友买的，非常的好呢？吗？你包装的非常好，值得购买，推荐。,1,0,0,0,0,0,0,cy-3
1295,帮朋友买的，非常满意，5分，特别特别有档次。,0,0,0,0,0,0,0,cy-3
1296,包装看着挺高大上的，就不知道减肥的效果好不好？等用了以后再来评价吧！物流挺好的直接送到家里面了。,0,0,0,0,1,0,0,cy-3
1297,汤色正，味道好！,0,1,0,0,0,0,0,cy-3
1298,还行，买来送人了,0,0,0,0,0,0,0,cy-3
1299,东西刚刚收到，外包装精美，质量一般，,1,0,0,0,0,0,1,cy-3
1300,才收到，还没喝，期待效果！,0,0,0,0,0,0,0,cy-3
1301,囤货中，喜欢黑乌龙，价格优惠质量好,0,0,1,0,0,0,0,cy-3
1302,很好好棒！！！！！很好好棒！！！！！很好好棒！！！！！很好好棒！！！！！很好好棒！！！！！很好好棒！！！！！很好好棒！！！！！很好好棒！！！！！很好好棒！！！！！很好好棒！！！！！很好好棒！！！！！很好好棒！！！！！,0,0,0,0,0,0,0,cy-3
1303,挺好喝的，挺好的，淡淡的味道，价格便宜实惠。,0,1,1,0,0,0,0,cy-3
1304,味道很浓喜欢,0,1,0,0,0,0,0,cy-3
1305,收到茶叶马上泡一杯尝尝，茶香味正，买二送一很实惠，好评。,0,1,0,0,0,0,0,cy-3
1306,这个黑乌龙真的好喝！平时都是比较喜欢红茶，第一次喝这种。,0,1,0,0,0,0,0,cy-3
1307,还行,0,0,0,0,0,0,1,cy-3
1308,有种烧焦的味道,0,0,0,0,0,0,1,cy-3
1309,茶泡出来还好喝！,0,1,0,0,0,0,0,cy-3
1310,30元的茶，30元的样子，感觉茶叶的颜色是染上去的。有一股海苔味，可能红茶味道就这样，喝喝看，主要是想减肥，看看效果吧?,0,0,0,0,0,0,1,cy-3
1311,物流很快,0,0,0,0,1,0,0,cy-3
1312,上次在群里领优惠券买的是塑料盒包装的，这次是铁盒装的，感觉没上次的好，我实话实说，老板服务态度好，发贷快，还是好评吧！,0,0,0,0,0,0,1,cy-3
1313,给资深喝茶的老人泡了一杯，说是有霉味。不太好喝，苦涩~,0,0,0,0,0,0,1,cy-3
1314,货已收到，快递物流很给力，茶?味非常棒，且真的能泄油！,0,0,0,0,1,0,0,cy-3
1315,快递很快就到了，盒子也好看的，送人，自己,1,0,0,0,1,0,0,cy-3
1316,喝了还不错。,0,0,0,0,0,0,0,cy-3
1317,不好喝，但喝完真的好饿。。。希望真的能刮油,0,0,0,0,0,0,1,cy-3
1318,还可以，微苦,0,0,0,0,0,0,1,cy-3
1319,产品包装很上档次，送人也不错，我不懂茶叶，不过今天拿到后给了安徽的一个同事喝，说是还不错，好评,1,0,0,0,0,0,0,cy-3
1320,可以喝的,0,0,0,0,0,0,1,cy-3
1321,我觉得挺好的！包装盒也很赞,1,0,0,0,0,0,0,cy-3
1322,包装挺有特点的,1,0,0,0,0,0,0,cy-3
1323,喝完了心慌，不知道是不是茶的问题，还是茶醉,0,0,0,0,0,0,1,cy-3
1324,很好，很香醇。,0,1,0,0,0,0,0,cy-3
1325,口感还行.有点淡.先喝着再说,0,1,0,0,0,0,0,cy-3
1326,挺实惠的。味道也可以,0,1,1,0,0,0,0,cy-3
1327,味道不错，价格实惠。,0,1,1,0,0,0,0,cy-3
1328,货拿到了，喝了好又会再买吧,0,0,0,0,0,0,0,cy-3
1329,值得购买，不错的卖家，不错的产品,0,0,0,0,0,0,0,cy-3
1330,口味，不错，,0,1,0,0,0,0,0,cy-3
1331,买了还没喝，不知道怎么样，喝了在评价，但是装茶叶的盒子。很漂亮，我老公说像一百多的一样，很漂亮呢？喝了再评价。,1,0,0,0,0,0,0,cy-3
1332,还没喝，期待效果!,0,0,0,0,0,0,0,cy-3
1333,哈哈,0,0,0,0,0,0,0,cy-3
1334,茶叶收到了，已经是第二次购买了，还是一如既往的好，减肥效果还好吧，最近瘦了2斤，哈哈，继续坚持喝,0,0,0,0,0,0,0,cy-3
1335,有的包装不紧，漏风了,0,0,0,0,0,0,1,cy-3
1336,卖家很诚信，茶也不错,0,0,0,0,0,0,0,cy-3
1337,卖家态度很好，茶也不错,0,0,0,1,0,0,0,cy-3
1338,抱歉，评价晚了。第一次喝乌龙茶，有淡淡的咖啡香，挺喜欢这个味道的，好评必须的。,0,1,0,0,0,0,0,cy-3
1339,好喝，。有没有减肥功效还不知道，继续观望中,0,0,0,0,0,0,0,cy-3
1340,送人的还可以,0,0,0,0,0,0,0,cy-3
1341,好多，以为只有一点，老板太实诚了。而且味道也挺好的,0,0,0,0,0,0,0,cy-3
1342,挺好的,0,0,0,0,0,0,0,cy-3
1343,不好喝得，有点木口，浪费了。,0,0,0,0,0,0,1,cy-3
1344,不错，有吃饭的味道。,0,0,0,0,0,0,0,cy-3
1345,不错不错，东西好极了。,0,0,0,0,0,0,0,cy-3
1346,先好评，感觉这茶不咋的，担这个价钱能买到这茶也不错了。,0,0,0,0,0,0,1,cy-3
1347,价格实惠，质量就一般般啦,0,0,0,0,0,0,1,cy-3
1348,好评好评,0,0,0,0,1,0,0,cy-3
1349,发货快,0,0,0,0,0,0,0,cy-3
1350,E味道还可以的,0,0,0,0,0,0,0,cy-3
1351,物流快，茶叶不错，价格实惠，会再来哒,0,1,1,0,1,0,0,cy-3
1352,第二次买了客服态度很好，茶叶味道不错，还会继续关注,0,0,0,1,0,0,0,cy-3
1353,性价比高，满意,0,0,0,0,0,0,0,cy-3
1354,很好，喝着很有感觉。,0,0,0,0,0,0,0,cy-3
1355,做得很好。期待下次合作,0,0,0,0,0,0,0,cy-3
1356,口感不错，很有韵味，,0,1,0,0,0,0,0,cy-3
1357,一份價錢一份貨。,0,0,0,0,0,0,1,cy-3
1358,第一次喝这种茶，味道甘苦，不太适应。,0,0,0,0,0,0,0,cy-3
1359,我看成3盒30了，原来是1盒30，好吧，还不错,0,0,0,0,0,0,0,cy-3
1360,。。。。。。。。。。。。。。。。,0,0,0,0,0,0,1,cy-3
1361,一分钱一分货,0,0,0,0,0,0,1,cy-3
1362,好茶，棒棒哒,0,0,0,0,0,0,0,cy-3
1363,还行吧，就是稍微有点馊味,0,0,0,0,0,0,1,cy-3
1364,我还没开始喝，不过同学喝过说很好用，刮肠技术一流，哈哈,0,0,0,0,0,0,0,cy-3
1365,用很便宜的价格就能买到这样的茶叶真的特别值！！,0,0,1,0,0,0,0,cy-3
1366,不习惯喝这种茶看来又要白买了,0,0,0,0,0,0,1,cy-3
1367,喝了很多年了，就是不降价，服了,0,0,0,0,0,0,1,cy-3
