no,rateContent,package,quality,price,service,logistics,other,sentiment,brand
984,????????????????????????????????????,0,1,0,0,0,0,0,cy-2
985,????????????????????????,1,1,0,0,0,0,0,cy-2
986,??????????????????,0,1,0,1,0,0,0,cy-2
987,????????????????????????????????,0,1,0,0,0,0,1,cy-2
988,????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,0,1,0,0,0,0,1,cy-2
989,????????????????,0,1,0,0,0,0,0,cy-2
990,??????????&hellip;??????&hellip;????????????&hellip;,0,0,0,0,1,0,0,cy-2
991,????????????????????????????????,1,0,0,0,1,0,0,cy-2
992,????????????????????????????,0,1,0,0,0,0,0,cy-2
993,????????????????????????????,0,1,0,0,0,0,0,cy-2
994,????????????????????????????????????????????,0,1,1,0,0,0,0,cy-2
995,??????????????????????????????????????????????????????????????????,1,1,0,0,0,0,0,cy-2
996,??????????5??????????????????????,0,1,0,0,0,0,0,cy-2
997,??????????????,0,1,0,0,0,0,0,cy-2
998,?????\????????????????????????????,0,0,0,1,0,0,0,cy-2
999,??????????????????????,0,1,0,0,0,0,0,cy-2
1000,??????????????????????,0,1,0,0,0,0,0,cy-2
1001,????????????????????????,0,0,1,0,0,0,0,cy-2
1002,????????????????????????????????????????????,1,0,0,0,0,0,0,cy-2
1003,???????????????,0,1,0,0,0,0,0,cy-2
1004,??????????????????????????????????,0,1,0,0,0,0,1,cy-2
1005,????????????????????????????????????????,0,1,0,0,0,0,0,cy-2
1006,????????????????????????????&hellip;&hellip;,0,1,0,0,0,0,0,cy-2
1007,??????????????????????????????????????????????????????????????????????????????????????,0,1,0,0,0,0,0,cy-2
1008,????????,0,1,0,0,0,0,0,cy-2
1009,????????&hellip;,0,1,0,0,0,0,0,cy-2
1010,????????????????????????????,0,1,0,0,0,0,0,cy-2
1011,????????????????????????????????????,0,1,0,1,1,0,0,cy-2
1012,??????????????????????????????????????????????????,0,1,0,0,0,0,1,cy-2
1013,??????????????????????,1,0,0,0,0,0,0,cy-2
1014,??????????????????????????????????,0,1,0,0,0,0,0,cy-2
1015,????????????????????????????5????,0,1,0,0,0,0,0,cy-2
1016,????????????????????,0,1,0,0,0,0,0,cy-2
1017,??????????????????????????????????????????,0,1,0,0,0,0,0,cy-2
1018,??????????????????????????????????????????????????????????????????????????????????????????????????????????????????80????????????????????????????????????????,0,1,0,0,0,0,1,cy-2
1019,??????????????????????????,0,1,0,0,0,0,0,cy-2
1020,??????????????????????????????,0,1,0,0,0,0,0,cy-2
1021,??????????????????,0,1,0,0,0,0,0,cy-2
1022,????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,0,0,0,1,0,0,0,cy-2
1023,??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,0,1,0,0,0,0,1,cy-2
1024,????????????????????????,0,1,0,0,0,0,0,cy-2
1025,??????????????????????????????????????????????????????????????????????????????????,0,1,0,0,0,0,0,cy-2
1026,????????????????????????????????????????????,0,1,0,0,1,0,0,cy-2
1027,????????????????????????????????????????????????????????????????7-8????????????????,0,1,0,0,0,0,0,cy-2
1028,????????????????????????????????????????????????????????????????????????????????????????,0,1,0,0,0,0,0,cy-2
1029,????????????????,0,1,0,0,0,0,0,cy-2
1030,??????????????????????????????????????,0,1,0,0,0,0,0,cy-3
1031,????????????????????????,1,1,0,0,0,0,0,cy-3
1032,????????????????????????,0,1,0,0,0,0,1,cy-3
1033,??????????????????????????????,0,0,1,0,0,0,0,cy-3
1034,??????????????????????????????????????????????,1,0,0,0,0,0,0,cy-3
1035,????????????????,0,1,0,0,1,0,0,cy-3
1036,????????,0,1,0,0,0,0,0,cy-3
1037,??????????????????????????????????????????????,1,0,0,0,0,0,0,cy-3
1038,??????????????????????????????????????????????????????,1,0,0,0,0,0,0,cy-3
1039,????????????????????????????????,0,1,0,0,0,0,0,cy-3
1040,??????????????????????????????????,0,1,0,0,0,0,0,cy-3
1041,????????????????????????????????6??????????????????????????????,0,1,1,0,0,0,1,cy-3
1042,??????????????????????????????????,0,0,0,0,0,0,0,cy-3
1043,??????????????????,0,0,0,0,0,0,0,cy-3
1044,?????????????e????????????????????????????????????????????????????????????????????????????3??????????????,1,1,0,0,1,0,0,cy-3
1045,??????????????????????????????????????????????????????????????????,0,1,0,0,0,0,0,cy-3
1046,????????????????????????????????????????????????,1,0,0,0,0,0,0,cy-3
1047,??????????????,0,1,0,0,0,0,0,cy-3
1048,??????????????????,1,0,0,0,0,0,0,cy-3
1049,????????????????????????????????????????,0,1,0,0,0,0,1,cy-3
1050,???????? ????????????????????????????????,0,1,0,0,0,0,0,cy-3
1051,????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,0,0,1,0,0,0,0,cy-3
1052,??????????????????????,0,1,0,0,0,0,0,cy-3
1053,??????????????????????????????????????????,0,1,0,0,0,0,0,cy-3
1054,????????????????????????????????????,0,1,0,0,1,0,0,cy-3
1055,????????????????,0,1,0,0,0,0,0,cy-3
1056,????????????????????????????????????????????????????????????????????????,0,1,0,0,0,0,1,cy-3
1057,??????????????????????????????????????????,0,1,1,0,0,0,0,cy-3
1058,????????????????????????????????????????????????????????????,0,0,1,0,0,0,0,cy-3
1059,??????????????????????????????????????????????????,1,0,0,0,0,0,0,cy-3
1060,??????????????,1,0,0,0,0,0,0,cy-3
1061,??????????????????????????????????????????????????????????????,1,0,0,0,1,0,0,cy-3
1062,??????????????????,0,0,1,0,0,0,0,cy-3
1063,??????????????????????,0,1,0,0,0,0,1,cy-3
1064,????????????????????????,0,1,0,0,0,0,0,cy-3
1065,????????????????????????????????,0,0,0,0,0,1,1,cy-3
1066,??????????????????????????????,0,0,0,0,0,0,0,cy-3
1067,????????????????????????,0,0,0,0,0,0,0,cy-3
1068,??????????????????????,0,1,0,0,0,0,0,cy-3
1069,????????????????????????????????????????????????,1,1,1,0,0,0,1,cy-3
1070,??????????????????????????????,0,1,0,0,0,0,0,cy-3
1071,????????????????????????????????????????????????,1,0,0,0,0,0,0,cy-3
1072,????????????????????????????????????????????,0,1,0,0,0,0,0,cy-3
1073,??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,1,1,0,0,1,0,0,cy-3
1074,??????,0,1,0,0,0,0,1,cy-3
1075,??????????????,0,1,0,0,0,0,1,cy-3
1076,????????????????????,0,1,0,0,0,0,0,cy-3
1077,????????????????????????????????????????????????????????????????????????????????????????????????????,0,1,0,0,0,0,1,cy-3
1078,????????????????????,0,1,0,0,0,0,1,cy-3
1079,??????????????.????5????,0,1,1,0,0,0,0,cy-3
1080,????????????????????????????????????,0,1,0,1,0,0,0,cy-3
1081,??????????????????.,0,1,0,0,0,0,0,cy-3
1082,????????????????????????????,0,1,0,0,0,0,0,cy-3
1083,??????????????,0,1,0,0,0,0,0,cy-3
1084,????????????????????????????????????????????????????????????,0,1,0,0,0,0,1,cy-3
1085,??????????????????????????,0,0,0,0,0,0,0,cy-3
1086,????????????????????????????????????,1,0,0,0,0,0,0,cy-3
1087,??????,0,0,0,0,0,0,0,cy-3
1088,??????????????????,0,0,1,0,0,0,0,cy-3
1089,????????????????????????????,1,1,1,0,0,0,0,cy-3
1090,????????????????????????,0,0,1,0,0,0,0,cy-3
1091,????????????????????????????????????????????????,1,0,0,0,0,0,0,cy-3
1092,????????????????????,0,1,0,0,0,0,1,cy-3
1093,??????????????????Ems????????????????????,1,0,0,0,1,0,0,cy-3
1094,????????????????????????????????,0,1,0,0,0,0,0,cy-3
1095,??????????????????????????????????????????????????????????????,0,1,0,0,0,0,1,cy-3
1096,??????????????????????????????????????????,0,0,0,1,1,0,0,cy-3
1097,????????????????????????????????????,0,0,0,1,1,0,0,cy-3
1098,????????????????????????????????????????????,1,1,0,0,0,0,0,cy-3
1099,??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,1,1,0,0,1,0,0,cy-3
1100,??????????????????????????,0,1,0,0,0,0,0,cy-3
1101,??????????????????????????????????????????????????????????????????????????????????????????????????????????????,1,1,1,0,0,0,0,cy-3
1102,??????????????????????????????????????????????????????,1,0,0,0,0,0,0,cy-3
1103,????,0,0,0,0,0,0,1,cy-3
1104,??????????????????????,1,0,0,0,0,0,0,cy-3
1105,????????????????&hellip;,0,1,0,0,0,0,1,cy-3
1106,????,0,1,0,0,0,0,0,cy-3
1107,??????????????????????????,0,1,0,0,0,0,0,cy-3
1108,????????????????????????????????????????????5??????????,0,1,0,0,0,0,0,cy-3
1109,????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,1,0,0,0,0,0,0,cy-3
1110,????????????,0,1,0,0,0,0,0,cy-3
1111,??????????????????????????????????????????,0,1,0,0,0,0,1,cy-3
1112,????????????????????????????????????????????????????????????????????????????????,0,1,1,1,0,0,0,cy-3
1113,????????????????????????,0,0,1,0,0,0,1,cy-3
1114,??????????????????,0,0,1,0,0,0,0,cy-3
1115,????????????????????????????????????,0,1,0,0,0,0,0,cy-3
1116,????????????????????????????????????????,0,1,0,0,0,0,0,cy-3
1117,??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,1,0,0,0,0,0,0,cy-3
1118,????????????????????????????,0,1,0,0,0,0,0,cy-3
1119,????????????????????????????????????????????????????,0,1,0,0,1,0,1,cy-3
1120,????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,0,1,0,0,0,0,0,cy-3
1121,????????????,0,1,0,0,0,0,0,cy-3
1122,??????????????????,0,1,0,0,0,0,0,cy-3
1123,????????????????????????,0,0,0,0,0,0,0,cy-3
1124,??????????????????????????,0,1,0,0,0,0,1,cy-3
1125,????????????????,0,1,0,0,0,0,0,cy-3
1126,??????????????????????????,0,1,0,0,0,0,0,cy-3
1127,??????????????????????????????????????????????????????????????????????????????????????????????????????????????,1,1,1,0,0,0,0,cy-3
1128,????????????????????????????,0,1,0,0,0,0,0,cy-3
1129,??????????????????,0,1,0,0,0,0,0,cy-3
1130,??????????????????????????????????????????????????????????????????????????????????????????,0,1,0,0,0,0,0,cy-3
1131,????????????????????????????????????????????????????????????????????,0,1,0,0,0,0,0,cy-3
1132,????????????????,0,0,0,0,0,0,0,cy-3
1133,??????????,0,0,0,0,1,0,0,cy-3
1134,??????????????????????????,0,1,0,0,0,0,0,cy-3
1135,??????????????????????????????,0,1,0,0,0,0,0,cy-3
1136,????????????????????????????????????????????????,1,0,0,0,0,0,0,cy-3
1137,??????????????,0,1,0,0,0,0,0,cy-3
1138,????????????????????????,0,1,0,0,0,0,0,cy-3
1139,????????????,0,1,0,0,0,0,0,cy-3
1140,??????????????????????????????????????????????????????????????????,0,1,0,0,0,0,0,cy-3
1141,????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,0,1,0,0,0,0,1,cy-3
1142,??????????????????,0,0,0,0,1,0,0,cy-3
1143,??????????????????????!,0,1,0,0,0,0,0,cy-3
1144,??????????????????????????????????????????????????????????????????????????????????,0,0,0,0,1,0,0,cy-3
1145,????????????????????????????????????????????????????????????????????,0,1,0,0,0,0,0,cy-3
1146,????????????????????????????,0,1,0,0,0,0,1,cy-3
1147,????????????????????????????,0,1,0,0,0,0,0,cy-3
1148,??????????????????????????????????????????????????????????????????????????????????????????????????????,1,1,0,0,0,0,1,cy-3
1149,??????????????,0,1,0,0,0,0,0,cy-3
1150,ok??????????????????,0,0,1,0,0,0,0,cy-3
1151,??????????????????????????,0,0,0,0,0,0,0,cy-3
1152,????????????????????????????,0,1,0,0,0,0,0,cy-3
1153,??????????????????,0,0,1,0,0,1,0,cy-3
1154,??????????????????,0,1,0,0,0,0,1,cy-3
1155,????????????????????????????????????,0,1,0,0,0,0,0,cy-3
1156,??????????????????????????,0,1,0,0,0,0,0,cy-3
1157,????????????????,0,1,0,0,0,0,0,cy-3
1158,??????????????????????????????????????????????????????????????????,0,1,0,0,1,0,0,cy-3
1159,??????????????????????????????????,0,1,0,0,0,0,0,cy-3
1160,??????????????????????????????????????????,0,0,1,0,0,0,0,cy-3
1161,????????????????????????,0,1,0,0,0,0,0,cy-3
1162,??????????????????,0,1,0,0,0,0,0,cy-3
1163,??????????????????????????????????????????????????,0,1,0,0,0,0,1,cy-3
1164,????????????????????5??!,0,1,0,0,0,0,0,cy-3
1165,??????????????????????????????????????????????????????,1,1,0,1,1,0,0,cy-3
1166,????????????????????????????????????????????,0,1,0,0,0,0,1,cy-3
1167,???????????????????????]???????????????????b???????@?r?X????????????,1,1,0,0,0,0,0,cy-3
1168,????????????????????????????????????????????????????????????????????~,0,1,0,0,0,0,0,cy-3
1169,????????????????????????????????????????????????????????,0,1,0,0,0,0,1,cy-3
1170,??????????????,0,0,1,0,0,0,0,cy-3
1171,????????????????????????,1,0,0,0,0,0,0,cy-3
1172,????????????????????????????????,0,1,0,0,0,0,0,cy-3
1173,????????????????????????????????,0,1,0,0,0,0,0,cy-3
1174,??????????????????,0,0,1,0,0,0,0,cy-3
1175,????????????????????????????????????????????????????????????????????????????,0,0,1,0,0,0,0,cy-3
1176,??????????????,0,0,1,0,0,0,0,cy-3
1177,????????????,0,0,0,0,0,0,0,cy-3
1178,????????,0,1,0,0,0,0,0,cy-3
1179,????????????????????????????????????????????????????????????,0,0,0,0,0,0,0,cy-3
1180,????????????????????????????????????????????????????????????????????????????????,0,1,1,0,0,0,0,cy-3
1181,????????????????????????????,0,0,0,0,0,0,0,cy-3
1182,??????????????????,0,1,0,0,0,0,1,cy-3
1183,????????????????????????????????????,0,1,0,0,0,0,0,cy-3
1184,??????????????????????????????,0,1,0,0,0,0,0,cy-3
1185,??????????????????,0,0,1,0,0,0,0,cy-3
1186,??????????????,0,0,1,0,0,0,0,cy-3
1187,??????????????????????????????????,1,0,0,0,0,0,0,cy-3
1188,??????????????,0,1,0,0,0,0,0,cy-3
1189,???????????????????????????????????????????????????????????????????????,0,0,1,0,0,0,0,cy-3
1190,??????????????????????????????????????????????????????????????,0,1,0,0,0,0,0,cy-3
1191,????????????????????????????,0,0,0,0,0,0,0,cy-3
1192,??????????????????????????,0,0,1,0,0,0,1,cy-3
1193,??????????????????????????????????????????????????????????????????????????????????,0,1,0,0,0,0,0,cy-3
1194,????????????????????????,1,0,0,0,1,0,0,cy-3
1195,????????,0,0,0,0,1,0,0,cy-3
1196,????????????????,0,0,0,0,0,0,0,cy-3
1197,????????????????????????????????????????????????????????????????????,0,1,0,0,0,0,1,cy-3
1198,??????????????????????????????????????????????????????????????????????,0,1,0,0,0,0,1,cy-3
1199,??????????????????????,0,1,0,0,0,0,0,cy-3
1200,????????????????????????????????????????????????????????,1,1,0,0,0,0,0,cy-3
1201,??????????????????????????????????,1,1,0,0,0,0,0,cy-3
1202,????????????????????????????????????????????????????????????????????????????????????????????32????????????,0,1,0,0,0,0,1,cy-3
1203,????????????,0,0,0,0,1,0,1,cy-3
1204,??????????????????????????????????????????????????????????????????????,0,1,0,0,0,0,1,cy-3
1205,????????????????????,0,1,0,0,0,0,0,cy-3
1206,??????????,0,0,0,0,0,0,0,cy-3
1207,??????????????????????????????????????????????????????,0,0,0,0,1,1,0,cy-3
1208,????????????????????????????????,0,0,1,0,0,0,0,cy-3
1209,??????????????????5????????,0,1,0,0,0,0,0,cy-3
1210,????????????????????????????????,0,1,0,0,0,0,0,cy-3
1211,??????????????,0,1,0,0,0,0,0,cy-3
1212,??????????????????????????????????????????????????????????????????????????????,0,1,0,0,0,0,0,cy-3
1213,??????????????,0,1,0,0,0,0,0,cy-3
1214,????????????????????,0,0,0,0,1,0,1,cy-3
1215,????????????????????????????????????????,0,1,1,0,0,0,0,cy-3
1216,????????????????,0,1,0,0,0,0,1,cy-3
1217,????????????,0,1,0,0,0,0,0,cy-3
1218,????OK????????,0,1,0,0,0,0,0,cy-3
1219,????????????????????????????????????????,0,1,1,0,0,0,0,cy-3
1220,??????????????????????,0,1,0,0,0,0,0,cy-3
1221,??????????????,0,0,1,0,0,0,0,cy-3
1222,??????????????????????????,1,0,0,0,0,0,0,cy-3
1223,????????????????????????,0,1,0,0,0,0,0,cy-3
1224,??????????????????????????,0,0,1,0,0,0,0,cy-3
1225,??????????????,0,1,0,0,0,0,0,cy-3
1226,????????????????????????????????,0,0,0,0,1,0,0,cy-3
1227,??????????????????????????????????????,0,0,0,0,0,1,0,cy-3
1228,??????????????????????????????????????????????,1,1,0,0,1,0,0,cy-3
1229,??????????????????????????oo????????????,0,0,0,0,1,0,0,cy-3
1230,??????????????????????????????????????,0,1,0,0,0,0,0,cy-3
1231,??????????????????????????????????,0,0,0,0,0,0,0,cy-3
1232,????????????????????????????????????????????????????????????????????????????????????????????????????????,1,0,0,1,1,0,0,cy-3
1233,????????????????,0,0,0,0,0,0,0,cy-3
1234,????????????????????,0,1,0,0,0,0,0,cy-3
1235,????????????,0,1,0,0,0,0,0,cy-3
1236,????????????????????????,0,1,0,0,0,0,0,cy-3
1237,??????????????????????,0,1,0,0,0,0,0,cy-3
1238,????????????????????????????????,1,1,0,0,0,0,0,cy-3
1239,??????????????????????,0,1,0,0,0,0,0,cy-3
1240,??????????????????,0,1,0,0,0,0,0,cy-3
1241,????????????????????,0,1,0,0,0,0,1,cy-3
1242,??????????????????????????????????????????,1,0,0,0,0,0,0,cy-3
1243,??????????????,0,0,0,1,0,0,1,cy-3
1244,????????????????????????????????????????????????????,0,1,1,0,0,0,0,cy-3
1245,??????????????????,0,0,0,1,0,0,1,cy-3
1246,??????????????????,0,0,0,1,0,0,1,cy-3
1247,??????????????,0,1,0,0,0,0,1,cy-3
1248,??????????????????????????????????????????????,0,1,1,0,0,0,0,cy-3
1249,????????????????????,0,1,0,0,0,0,0,cy-3
1250,????????????????????????????????????????????????????????????????,0,1,0,0,0,0,0,cy-3
1251,????????????????????????????????????????????????????????????????,1,1,0,0,0,0,0,cy-3
1252,??????????????????????????,0,0,1,0,0,0,0,cy-3
1253,??????????????,0,1,0,0,0,0,0,cy-3
1254,??????????????????????????,0,1,0,0,0,0,0,cy-3
1255,??????,0,0,0,0,0,0,0,cy-3
1256,??????????????????,0,0,0,0,0,0,0,cy-3
1257,6??????????????????????????????????????????????????,0,0,1,0,0,0,0,cy-3
1258,??????????????????????????????????????????????????????????????????????????????,0,1,0,0,0,0,1,cy-3
1259,????????????????,1,0,0,0,0,0,0,cy-3
1260,??????????????????????????????????????????????????,1,0,0,0,0,0,0,cy-3
1261,??????????????????????????????,1,0,0,0,0,0,0,cy-3
1262,??????????????????????,0,0,0,0,0,0,0,cy-3
1263,????????????????????????????,0,1,0,0,0,0,0,cy-3
1264,????????????????????????????&hellip;,0,1,0,0,0,0,0,cy-3
1265,??????????????????????????????????????,1,0,0,0,0,0,0,cy-3
1266,????????????????????????????,1,0,0,0,0,0,0,cy-3
1267,??????????????????????????????,1,1,0,0,0,0,0,cy-3
1268,??????????????????????????????????????,0,1,0,0,0,0,0,cy-3
1269,??????????????????????????????????????????,0,0,0,0,0,0,0,cy-3
1270,??????????????,0,0,0,0,0,0,0,cy-3
1271,????????????????????????????????????????????????????????,0,1,0,0,0,0,1,cy-3
1272,????????????????,0,1,0,0,0,0,0,cy-3
1273,????????????????????????????????????????????????????????????????,1,1,0,0,0,0,0,cy-3
1274,??????????????????????,0,1,0,0,0,0,0,cy-3
1275,????????????????????????????,0,1,0,0,0,0,0,cy-3
1276,??????????????????????????,0,1,0,0,0,0,0,cy-3
1277,????????????????????????????????????????????????????,0,1,0,0,0,0,0,cy-3
1278,????????????????????????????????????????????????????6??????????????????????????????????????????????1,0,1,1,0,0,0,1,cy-3
1279,??????????????,0,1,0,0,0,0,0,cy-3
1280,????????????????????????????????,0,0,0,0,0,0,0,cy-3
1281,??????????????????????????,0,0,0,0,0,0,0,cy-3
1282,????????,0,1,0,0,0,0,0,cy-3
1283,??????????????????????????????????????????????????????????????????????????????,1,1,0,0,0,0,0,cy-3
1284,??????????????????????????????????????????????????????,0,1,0,0,0,0,0,cy-3
1285,??????????????????????,0,0,1,0,0,0,0,cy-3
1286,??????????????,0,1,0,0,0,0,1,cy-3
1287,????????????????????????????????????????????,0,1,0,0,0,0,0,cy-3
1288,????????????????????????,1,1,0,0,0,0,0,cy-3
1289,????????????????????????????,0,1,1,0,0,0,0,cy-3
1290,??????????????????????????????????????????????,0,1,0,0,0,0,1,cy-3
1291,????????????????,0,0,0,0,0,0,0,cy-3
1292,??????????????????????????????????????????????,0,1,0,0,0,0,1,cy-3
1293,??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,0,1,0,0,0,0,1,cy-3
1294,????????????????????????????????????????????????????????????,1,0,0,0,0,0,0,cy-3
1295,??????????????????????5????????????????????,0,1,0,0,0,0,0,cy-3
1296,????????????????????????????????????????????????????????????????????????????????????????????????,1,0,0,0,1,0,0,cy-3
1297,????????????????,0,1,0,0,0,0,0,cy-3
1298,????????????????,0,0,0,0,0,0,0,cy-3
1299,????????????????????????????????????,1,1,0,0,0,0,1,cy-3
1300,??????????????????????????,0,0,0,0,0,0,0,cy-3
1301,??????????????????????????????????,0,1,1,0,0,0,0,cy-3
1302,????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,0,1,0,0,0,0,0,cy-3
1303,????????????????????????????????????????????,0,1,1,0,0,0,0,cy-3
1304,????????????,0,1,0,0,0,0,0,cy-3
1305,????????????????????????????????????????????????????????,0,1,0,0,0,0,0,cy-3
1306,????????????????????????????????????????????????????????,0,1,0,0,0,0,0,cy-3
1307,????,0,1,0,0,0,0,1,cy-3
1308,??????????????,0,1,0,0,0,0,1,cy-3
1309,????????????????,0,1,0,0,0,0,0,cy-3
1310,30????????30???????????????????????????????????????????????????????????????????????????????????????????????????????,0,1,0,0,0,0,1,cy-3
1311,????????,0,0,0,0,1,0,0,cy-3
1312,??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,0,0,1,0,0,0,1,cy-3
1313,????????????????????????????????????????????????????~,0,1,0,0,0,0,1,cy-3
1314,?????????????????????????????????????????????????????,0,1,0,0,1,0,0,cy-3
1315,????????????????????????????????????????,1,0,0,0,1,0,0,cy-3
1316,????????????,0,1,0,0,0,0,0,cy-3
1317,??????????????????????????????????????????,0,1,0,0,0,0,1,cy-3
1318,????????????,0,1,0,0,0,0,1,cy-3
1319,??????????????????????????????????????????????????????????????????????????????????????????????,1,1,0,0,0,0,0,cy-3
1320,????????,0,1,0,0,0,0,1,cy-3
1321,??????????????????????????,1,1,0,0,0,0,0,cy-3
1322,??????????????,1,0,0,0,0,0,0,cy-3
1323,??????????????????????????????????????????,0,0,0,0,0,1,1,cy-3
1324,??????????????,0,1,0,0,0,0,0,cy-3
1325,????????.??????.??????????,0,1,0,0,0,0,0,cy-3
1326,????????????????????,0,1,1,0,0,0,0,cy-3
1327,????????????????????,0,1,1,0,0,0,0,cy-3
1328,??????????????????????????,0,0,0,0,0,0,0,cy-3
1329,????????????????????????????????,0,1,0,1,0,0,0,cy-3
1330,????????????,0,1,0,0,0,0,0,cy-3
1331,??????????????????????????????????????????????????????????????????????????????????????????????????????????????,1,0,0,0,0,0,0,cy-3
1332,????????????????!,0,0,0,0,0,0,0,cy-3
1333,????,0,0,0,0,0,0,0,cy-3
1334,??????????????????????????????????????????????????????????????????????????2????????????????????,0,1,0,0,0,0,0,cy-3
1335,????????????????????,1,0,0,0,0,0,1,cy-3
1336,????????????????????,0,1,0,1,0,0,0,cy-3
1337,??????????????????????,0,1,0,1,0,0,0,cy-3
1338,??????????????????????????????????????????????????????????????????????????????,0,1,0,0,0,0,0,cy-3
1339,??????????????????????????????????????????,0,1,0,0,0,0,0,cy-3
1340,????????????,0,0,0,0,0,0,0,cy-3
1341,??????????????????????????????????????????????????,0,1,0,1,0,0,0,cy-3
1342,??????,0,1,0,0,0,0,0,cy-3
1343,????????????????????????????,0,1,0,0,0,0,1,cy-3
1344,????????????????????,0,1,0,0,0,0,0,cy-3
1345,??????????????????????,0,1,0,0,0,0,0,cy-3
1346,??????????????????????????????????????????????????????,0,1,1,0,0,0,1,cy-3
1347,????????????????????????,0,1,1,0,0,0,1,cy-3
1348,????????,0,0,0,0,0,0,0,cy-3
1349,??????,0,0,0,0,1,0,0,cy-3
1350,E????????????,0,1,0,0,0,0,0,cy-3
1351,????????????????????????????????????,0,1,1,0,1,0,0,cy-3
1352,??????????????????????????????????????????????????,0,1,0,1,0,0,0,cy-3
1353,??????????????,0,0,1,0,0,0,0,cy-3
1354,????????????????????,0,1,0,0,0,0,0,cy-3
1355,??????????????????????,0,1,0,0,0,0,0,cy-3
1356,????????????????????,0,1,0,0,0,0,0,cy-3
1357,?????r?X????????,0,0,1,0,0,0,1,cy-3
1358,????????????????????????????????????,0,1,0,0,0,0,0,cy-3
1359,??????3??30??????????1??30??????????????,0,0,1,0,0,0,0,cy-3
1360,????????????????????????????????,0,0,0,0,0,0,1,cy-3
1361,????????????,0,0,1,0,0,0,1,cy-3
1362,????????????,0,1,0,0,0,0,0,cy-3
1363,????????????????????????,0,1,0,0,0,0,1,cy-3
1364,??????????????????????????????????????????????????????,0,1,0,0,0,0,0,cy-3
1365,??????????????????????????????????????????????,0,1,1,0,0,0,0,cy-3
1366,????????????????????????????,0,1,0,0,0,0,1,cy-3
1367,??????????????????????????????,0,0,1,0,0,0,1,cy-3
1368,????????????????????????????????????????????????????????????????????????????????????????????????????,0,1,0,0,0,0,0,cy-3
1369,????????????????????,0,1,0,0,0,0,0,cy-3
1370,??????????????????????????????????????????,0,1,0,0,0,0,1,cy-3
1371,????????????????????????????????????????????????,0,0,1,0,0,0,0,cy-3
1372,????????????????,0,1,0,0,0,0,0,cy-3
1373,??????????????????????????????????????????????????5????????,0,1,0,0,0,0,0,cy-3
1374,??????????????????????,0,1,1,0,0,0,0,cy-3
1375,????????????????????,0,1,1,0,0,0,0,cy-3
1376,??????????????????????,0,1,0,0,0,0,0,cy-3
1377,??????????,0,1,0,0,0,0,1,cy-3
1378,????????????,0,0,0,0,1,0,1,cy-3
1379,????????????????????????????????????,1,0,0,0,0,0,0,cy-3
1380,??????????????????????????????????????????????????????????????,1,0,0,0,0,0,0,cy-3
1381,??????????????????????????????????????????????????????????????,0,1,0,1,1,0,0,cy-3
1382,??????????????????????????????????????????????????????????????????????????????????,1,0,0,0,0,0,0,cy-3
1383,????????,0,0,0,0,0,0,0,gr-1
1384,????????????????????,0,0,0,0,0,0,0,gr-1
1385,????????????,0,0,0,0,1,0,0,gr-1
1386,??????????????????????????????????????,0,1,0,0,0,0,1,gr-1
1387,??????????????????????,0,0,0,0,0,0,0,gr-1
1388,??????????????????????????????????????????????????????????????????????????????,0,1,0,0,0,0,1,gr-1
1389,????????????????,0,1,0,0,0,0,0,gr-1
1390,??????????????????????????????????????????????,0,1,0,0,0,0,0,gr-1
1391,????????????????????????????????????,0,1,0,0,0,0,0,gr-1
1392," ??????????,??????????",0,1,0,0,1,0,1,gr-1
1393,??????????????,0,1,0,0,0,0,0,gr-1
1394,????????????????,0,0,0,1,0,0,0,gr-1
1395,??????,0,1,0,0,0,0,0,gr-1
1396,????????????????????????????????????????????????????????????????????????????,0,1,0,0,0,0,0,gr-1
1397,??????????????????????????????????????????????,0,0,0,0,0,0,0,gr-1
1398,??????????????????????,0,1,0,0,0,0,1,gr-1
1399,??????????????????????????????????,0,1,0,0,0,0,1,gr-1
1400,60??????????????????????????????????????????????????????????????????????????????????????,0,1,1,0,0,0,1,gr-1
1401,??????????????????,0,1,0,0,0,0,0,gr-1
1402,????????????????????????????????????,0,1,0,0,0,0,0,gr-1
1403,??????????,0,0,0,0,0,0,0,gr-1
1404,??????????????????????????,0,1,0,0,1,0,0,gr-1
1405,????????????????,0,1,1,0,0,0,0,gr-1
1406,"????????,??????????",0,1,0,0,0,0,0,gr-1
